"region","haulid","year","lat","lon","stratum","stratumarea","depth","spp","wtcpue"
"Canadian Pacific","84210-138",2018,49.122266,-126.888633,"49--127-200",166.84590248802,204,"Sebastes jordani",0.59
"Canadian Pacific","84210-138",2018,49.122266,-126.888633,"49--127-200",166.84590248802,204,"Sebastes paucispinis",2.36
"Canadian Pacific","84210-138",2018,49.122266,-126.888633,"49--127-200",166.84590248802,204,"Sebastes pinniger",3
"Canadian Pacific","84210-138",2018,49.122266,-126.888633,"49--127-200",166.84590248802,204,"Sebastes proriger",129.51
"Canadian Pacific","84210-138",2018,49.122266,-126.888633,"49--127-200",166.84590248802,204,"Sebastes ruberrimus",2.54
"Canadian Pacific","84210-138",2018,49.122266,-126.888633,"49--127-200",166.84590248802,204,"Sebastes saxicola",0.81
"Canadian Pacific","84210-138",2018,49.122266,-126.888633,"49--127-200",166.84590248802,204,"Sebastes zacentrus",671.59
"Canadian Pacific","84210-138",2018,49.122266,-126.888633,"49--127-200",166.84590248802,204,"Sebastolobus alascanus",2.64
"Canadian Pacific","84210-138",2018,49.122266,-126.888633,"49--127-200",166.84590248802,204,"Squalus suckleyi",97.84
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Actiniaria",NA
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Allocentrotus fragilis",2.8
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Anoplopoma fimbria",16.26
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Asteroidea",NA
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Atheresthes stomias",15.52
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Bathyraja interrupta",0.46
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Gadus chalcogrammus",0.42
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Glyptocephalus zachirus",75.34
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Holothuroidea",NA
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Hydrolagus colliei",4.3
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Icelinus filamentosus",NA
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Microstomus pacificus",12.38
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Ophiodon elongatus",1.34
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Pandalus platyceros",0.64
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Parophrys vetulus",7.06
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Raja rhina",5.54
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes babcocki",0.34
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes brevispinis",4.52
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes diploproa",1.4
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes elongatus",38.14
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes entomelas",0.52
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes flavidus",5.06
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes helvomaculatus",0.78
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes jordani",147.64
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes paucispinis",21.82
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes proriger",66.1
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes wilsoni",0.12
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Sebastes zacentrus",111.55
"Canadian Pacific","84210-139",2018,49.105833,-126.8341,"49--127-100",1413.06434293887,185,"Squalus suckleyi",120.66
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Allocentrotus fragilis",3.44
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Anoplopoma fimbria",1.86
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Asteroidea",NA
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Atheresthes stomias",44.86
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Eopsetta jordani",1.44
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Gadus chalcogrammus",0.5
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Gadus macrocephalus",4.68
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Glyptocephalus zachirus",97.84
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Hippasteria spinosa",0.92
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Hippoglossoides elassodon",10.16
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Hippoglossus stenolepis",4.36
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Hydrolagus colliei",2.22
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Lycodes pacificus",NA
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Lyopsetta exilis",3.74
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Merluccius productus",7.14
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Microstomus pacificus",10.28
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Parophrys vetulus",10.04
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Pyrosomatidae",2.24
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Sebastes alutus",1.32
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Sebastes elongatus",1.54
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Sebastes flavidus",1.1
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Sebastes jordani",5.38
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Sebastes paucispinis",1.08
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Sebastes pinniger",2.96
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Sebastes proriger",1.86
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Sebastes zacentrus",1.2
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Squalus suckleyi",19.68
"Canadian Pacific","84210-140",2018,49.173416,-126.776716,"49--127-100",1413.06434293887,132,"Thaleichthys pacificus",0.62
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Atheresthes stomias",9.76
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Brisaster latifrons",NA
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Citharichthys sordidus",0.07
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Gadus macrocephalus",8.94
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Glyptocephalus zachirus",50.64
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Hippoglossoides elassodon",3.64
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Hydrolagus colliei",1.34
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Lycodes pacificus",0.44
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Lyopsetta exilis",3.7
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Merluccius productus",2.58
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Metacarcinus magister",1.13
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Microstomus pacificus",36.29
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Pyrosomatidae",NA
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Rossia pacifica",NA
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Scyphozoa",NA
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Sebastes flavidus",0.67
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Sebastes paucispinis",0.81
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Sebastes proriger",0.22
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Sebastes zacentrus",0.59
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Squalus suckleyi",6.9
"Canadian Pacific","84210-141",2018,49.086166,-126.491316,"49--127-100",1413.06434293887,132,"Thaleichthys pacificus",0.83
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Allocentrotus fragilis",NA
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Anoplopoma fimbria",0.33
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Atheresthes stomias",7.52
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Citharichthys sordidus",0.49
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Gadus chalcogrammus",0.27
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Gadus macrocephalus",24.21
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Glyptocephalus zachirus",61.99
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Hippoglossoides elassodon",13
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Holothuroidea",NA
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Hydrolagus colliei",1.58
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Lycodes pacificus",0.66
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Lyopsetta exilis",7.5
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Merluccius productus",15.03
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Metacarcinus magister",0.54
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Microstomus pacificus",24.04
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Parophrys vetulus",0.78
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Poroclinus rothrocki",NA
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Sebastes elongatus",0.18
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Sebastes flavidus",11.3
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Sebastes zacentrus",0.17
"Canadian Pacific","84210-142",2018,49.117516,-126.52405,"49--127-100",1413.06434293887,125,"Thaleichthys pacificus",0.66
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Allocentrotus fragilis",0.44
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Citharichthys sordidus",1.92
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Eopsetta jordani",1.8
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Gadus chalcogrammus",0.58
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Gadus macrocephalus",16.73
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Glyptocephalus zachirus",36.92
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Hippoglossoides elassodon",10.52
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Hippoglossus stenolepis",4.46
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Hydrolagus colliei",3.41
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Lycodes pacificus",0.34
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Lyopsetta exilis",6.16
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Merluccius productus",2.86
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Metacarcinus magister",1.16
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Microstomus pacificus",14.16
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Ophiodon elongatus",4.62
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Pandalus platyceros",NA
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Parophrys vetulus",6.46
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Pyrosomatidae",1.7
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Rossia pacifica",NA
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Scyphozoa",NA
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Sebastes elongatus",0.18
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Sebastes flavidus",4.3
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Sebastes proriger",0.14
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Sebastes zacentrus",0.14
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Squalus suckleyi",5.52
"Canadian Pacific","84210-143",2018,49.149916,-126.5446,"49--127-100",1413.06434293887,120,"Thaleichthys pacificus",0.44
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Citharichthys sordidus",14.63
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Eopsetta jordani",2.05
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Gadus macrocephalus",0.31
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Glyptocephalus zachirus",20.92
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Hippoglossoides elassodon",0.3
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Hydrolagus colliei",3.62
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Lepidopsetta bilineata",2.64
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Luidia foliolata",NA
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Metacarcinus magister",0.46
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Microgadus proximus",0.73
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Ophiodon elongatus",22.32
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Parophrys vetulus",19.66
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Pleuronichthys decurrens",0.71
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Porichthys notatus",0.19
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Pyrosomatidae",4.49
"Canadian Pacific","84210-144",2018,49.23975,-126.462116,"49--127-0",1133.50279173126,75,"Sebastes flavidus",0.75
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Anoplopoma fimbria",0.38
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Atheresthes stomias",8.34
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Citharichthys sordidus",39.98
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Clupea pallasii",1.39
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Eopsetta jordani",1.42
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Gadus chalcogrammus",0.22
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Gadus macrocephalus",8.22
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Glyptocephalus zachirus",43.7
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Hippoglossoides elassodon",8.72
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Hydrolagus colliei",7.95
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Luidia foliolata",0.11
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Lycodes pacificus",0.66
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Lyopsetta exilis",7.49
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Merluccius productus",2.96
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Metacarcinus magister",5.18
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Microstomus pacificus",7.45
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Ophiodon elongatus",11.2
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Parophrys vetulus",42.36
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Pleuronichthys decurrens",0.38
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Pyrosomatidae",3.56
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Sebastes",0.03
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Thaleichthys pacificus",0.13
"Canadian Pacific","84210-146",2018,49.151766,-126.398366,"49--127-0",1133.50279173126,95,"Thaliacea",0.12
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Anoplopoma fimbria",1.64
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Atheresthes stomias",7.05
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Citharichthys sordidus",12.67
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Clupea pallasii",2.21
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Eopsetta jordani",3.08
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Gadus chalcogrammus",0.64
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Gadus macrocephalus",2.63
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Glyptocephalus zachirus",8.69
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Hippoglossoides elassodon",13.18
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Hydrolagus colliei",6.06
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Lepidopsetta bilineata",0.81
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Luidia foliolata",0.19
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Lycodes pacificus",1.02
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Lyopsetta exilis",5.59
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Merluccius productus",14.76
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Metacarcinus magister",4
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Microstomus pacificus",3.81
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Ophiodon elongatus",17.86
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Parophrys vetulus",26.01
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Pleuronichthys decurrens",0.21
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Pyrosomatidae",4.84
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Raja rhina",0.55
"Canadian Pacific","84210-148",2018,49.111983,-126.354483,"49--127-0",1133.50279173126,96,"Sebastes crameri",0.16
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Alosa sapidissima",0.46
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Citharichthys sordidus",26.88
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Clupea pallasii",0.23
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Eopsetta jordani",0.03
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Glyptocephalus zachirus",3.79
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Hippoglossoides elassodon",4.39
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Hydrolagus colliei",2.74
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Lepidopsetta bilineata",6.36
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Metacarcinus magister",2.73
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Microgadus proximus",1.43
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Microstomus pacificus",0.07
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Parophrys vetulus",6.79
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Pleuronichthys decurrens",2.11
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Psettichthys melanostictus",1.35
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Raja rhina",0.99
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Sebastes",0.02
"Canadian Pacific","84210-149",2018,49.1124,-126.265166,"49--127-0",1133.50279173126,69,"Squalus suckleyi",5.65
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Citharichthys sordidus",6.79
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Cymatogaster aggregata",0.11
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Eopsetta jordani",0.14
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Glyptocephalus zachirus",2.19
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Hexagrammos decagrammus",0.06
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Hydrolagus colliei",10.04
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Lepidopsetta bilineata",12.52
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Lumpenus sagitta",0.05
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Metacarcinus magister",1.49
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Microgadus proximus",0.75
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Microstomus pacificus",0.02
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Parophrys vetulus",1.87
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Pleuronichthys decurrens",3.25
"Canadian Pacific","84210-150",2018,49.1463,-126.213816,"49--127-0",1133.50279173126,59,"Psettichthys melanostictus",0.42
