taxon,species,genus,family,order,class,superclass,subphylum,phylum,kingdom,name,common
Oncorhynchuskisutch,kisutch,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Oncorhynchus kisutch,coho salmon
Oncorhynchustshawytscha,tshawytscha,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Oncorhynchus tshawytscha,Chinook salmon
OPHICHTHUS GOMESII,gomesii,Ophichthus,Ophichthidae,Anguilliformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Ophichthus gomesii,shrimp eel
OPHICHTHUS OCELLATUS,,,,,,,,,,Ophichthus ocellatus,palespotted eel
OPHIDIO,NA,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion spp.,cusk-eels
OPHIDIO BEAI,beani,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion beani,
OPHIDIO GRAYI,grayi,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion grayi,blotched cusk-eel
OPHIDIO HOLBROOKI,holbrookii,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Ophidion holbrookii,bank cusk-eel
OPHIDIO MARGIATUM,marginatum,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion marginatum,striped cusk-eel
OPHIDIO SELEOPS,selenops,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion selenops,mooneye cusk-eel
OPHIDIO WELSHI,welshi,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion welshi,crested cusk-eel
OPHIDIOIDEI S.O.,NA,NA,NA,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidioidei spp.,
OPHIDION GRAYI,grayi,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion grayi,blotched cusk-eel
OPHIDION HOLBROOKI,holbrookii,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion holbrookii,bank cusk-eel
OPHIDION JOSEPHI,,,,,,,,,,Ophidion josephi,crested cusk-eel
OPHIDION MARGINATUM,marginatum,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion marginatum,striped cusk-eel
Ophidion scrippsae,scrippsae,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion scrippsae,basketweave cusk-eel
OPHIDION SELENOPS,selenops,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion selenops,mooneye cusk-eel
OPHIDION WELSHI,welshi,Ophidion,Ophidiidae,Ophidiiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophidion welshi,crested cusk-eel
Ophiodon elongatus,elongatus,Ophiodon,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophiodon elongatus,lingcod
Ophiodonelongatus,elongatus,Ophiodon,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Ophiodon elongatus,lingcod
Ophiopholis aculeata,aculeata,Ophiopholis,Ophiactidae,Ophiurida,Ophiuroidea,NA,Asterozoa,Echinodermata,Animalia,Ophiopholis aculeata,daisy brittle star
Ophiopholis spp.,NA,Ophiopholis,Ophiactidae,Ophiurida,Ophiuroidea,NA,Asterozoa,Echinodermata,Animalia,Ophiopholis spp.,crevice brittlestar
Ophiura sarsi,sarsi,Ophiura,Ophiuridae,Ophiurida,Ophiuroidea,NA,Asterozoa,Echinodermata,Animalia,Ophiura sarsi,notched brittle star
Ophiuroidea,NA,NA,NA,NA,Ophiuroidea,NA,Asterozoa,Echinodermata,Animalia,Ophiuroidea spp.,brittle stars
OPISTHOEMA OGLIUM,oglinum,Opisthonema,Clupeidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Opisthonema oglinum,Atlantic thread herring
OPISTHONEMA OGLINUM,oglinum,Opisthonema,Clupeidae,Clupeiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Opisthonema oglinum,Atlantic thread herring
OPSANUS TAU,,,,,,,,,,Opsanus tau,oyster toadfish
Oregonia gracilis,gracilis,Oregonia,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Oregonia gracilis,graceful decorator crab
Oregoniagracilis,gracilis,Oregonia,Oregoniidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Oregonia gracilis,graceful decorator crab
Orthasterias koehleri,koehleri,Orthasterias,Asteriidae,Forcipulatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Orthasterias koehleri,rainbow star
ORTHOPRISTIS CHRYSOPTERA,,,,,,,,,,Orthopristis chrysoptera,pigfish
ORTHOPRISTIS CHRYSOPTERUS,chrysoptera,Orthopristis,Haemulidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Orthopristis chrysoptera,pigfish
Osmeridae,NA,NA,Osmeridae,Osmeriformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Osmeridae spp.,smelts
Osmerus mordax,mordax,Osmerus,Osmeridae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Osmerus mordax,rainbow smelt
OVALIPES FLORIDAUS,floridanus,Ovalipes,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Ovalipes floridaus,Florida lady crab
OVALIPES OCELLATUS,,,,,,,,,,Ovalipes ocellatus,lady crab
OVALIPES STEPHENSONI,,,,,,,,,,Ovalipes stephensoni,coursehand lady crab
Paguridae,NA,NA,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Paguridae spp.,right-handed hermit crabs
PAGURISTES HUMMI,,,,,,,,,,Paguristes hummi,blue-spot hermit
Paguristes turgidus,turgidus,Paguristes,Diogenidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Paguristes turgidus,hermit crab
Pagurus aleuticus,aleuticus,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus aleuticus,Aleutian hermit
PAGURUS ANNULIPES,,,,,,,,,,Pagurus annulipes,brown banded hermit
Pagurus brandti,brandti,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus brandti,sponge hermit
Pagurus capillatus,capillatus,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus capillatus,fuzzy hermit crab
Pagurus confragosus,confragosus,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus confragosus,knobbyhand hermit
PAGURUS IMPRESSUS,,,,,,,,,,Pagurus impressus,palmate hermit crab
PAGURUS LONGICARPUS,,,,,,,,,,Pagurus longicarpus,longwrist hermit crab
Pagurus ochotensis,ochotensis,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus ochotensis,Alaskan hermit crab
PAGURUS POLLICARIS,,,,,,,,,,Pagurus pollicaris,gray hermit crab
Pagurus sp.,NA,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus spp.,hermit crabs
Pagurus spp.,NA,Pagurus,Paguridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pagurus spp.,hermit crabs
Pandalopsis dispar,dispar,Pandalopsis,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalopsis dispar,sidestripe shrimp
Pandalopsisdispar,dispar,Pandalopsis,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalopsis dispar,sidestripe shrimp
PANDALUS BOREALIS,borealis,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus borealis,northern shrimp
Pandalus eous (=borealis),eous,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus eous,Alaskan pink shrimp
Pandalus goniurus,goniurus,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus goniurus,humpy shrimp
Pandalus hypsinotus,hypsinotus,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus hypsinotus,coonstriped shrimp
Pandalus jordani,jordani,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus jordani,ocean shrimp
PANDALUS MONTAGUI,montagui,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus montagui,Aesop shrimp
pandalus montagui(trans.w/o hr),montagui,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus montagui,Aesop shrimp
Pandalus platyceros,platyceros,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus platyceros,spot shrimp
PANDALUS PROPINQUUS,propinquus,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus propinquus,pandalid shrimp
Pandalus sp.,NA,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus spp.,shrimp
Pandalus tridens,tridens,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus tridens,yellowleg pandalid
Pandaluseous(=borealis),eous,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus eous,Alaskan pink shrimp
Pandalusgoniurus,goniurus,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus goniurus,humpy shrimp
Pandalushypsinotus,hypsinotus,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus hypsinotus,coonstriped shrimp
Pandalusplatyceros,platyceros,Pandalus,Pandalidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pandalus platyceros,spot shrimp
PANOPEUS HERBSTII,,,,,,,,,,Panopeus herbstii,Atlantic mud crab
PARABLENNIUS MARMOREUS,,,,,,,,,,Parablennius marmoreus,seaweed blenny
Paractinostola faeculenta,faeculenta,Paractinostola,Actinostolidae,Actiniaria,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Paractinostola faeculenta,hobnail vase anemone
Paragorgia arborea,arborea,Paragorgia,Paragorgiidae,Alcyonacea,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Paragorgia arborea,bubblegum coral
PARALEPIDIDAE,NA,NA,Paralepididae,Aulopiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Paralepididae spp.,barracudinas
PARALICHTHYS ALBIGUTTA,,,,,,,,,,Paralichthys albigutta,gulf flounder
PARALICHTHYS DENTATUS,dentatus,Paralichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Paralichthys dentatus,summer flounder
Paralichthys dentatus,dentatus,Paralichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Paralichthys dentatus,summer flounder
PARALICHTHYS LETHOSTIGMA,lethostigma,Paralichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Paralichthys lethostigma,southern flounder
PARALICHTHYS OBLONGUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paralichthys oblongus,American fourspot flounder
PARALICHTHYS SQUAMILENTUS,,,,,,,,,,Paralichthys squamilentus,broad flounder
Paralithodes camtschaticus,camtschaticus,Paralithodes,Lithodidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Paralithodes camtschaticus,red king crab
Paralithodes platypus,platypus,Paralithodes,Lithodidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Paralithodes platypus,blue king crab
Paralithodescamtschaticus,camtschaticus,Paralithodes,Lithodidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Paralithodes camtschaticus,red king crab
Paralithodesplatypus,platypus,Paralithodes,Lithodidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Paralithodes platypus,blue king crab
Parastichopus californicus,californicus,Parastichopus,Stichopodidae,Aspidochirotida,Holothuroidea,NA,Echinozoa,Echinodermata,Animalia,Parastichopus californicus,giant California sea cucumber
Parastichopus leukothele,leukothele,Parastichopus,Stichopodidae,Aspidochirotida,Holothuroidea,NA,Echinozoa,Echinodermata,Animalia,Parastichopus leukothele,giant orange sea cucumber
Parophrys vetulus,vetulus,Parophrys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Parophrys vetulus,English sole
Parophrysvetulus,vetulus,Parophrys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Parophrys vetulus,English sole
PARTHEOPE GRAULATA,granulatus,Platylambrus,Parthenopidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Platyambrus ganulatus,bladetooth elbow crab
PASIPHAEA  SP,NA,Pasiphaea,Pasiphaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pasiphaea spp.,glass shrimps
PASIPHAEA  SP.,NA,Pasiphaea,Pasiphaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pasiphaea spp.,glass shrimps
Pasiphaea pacifica,pacifica,Pasiphaea,Pasiphaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pasiphaea pacifica,Pacific glass shrimp
Pasiphaeapacifica,pacifica,Pasiphaea,Pasiphaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Pasiphaea pacifica,Pacific glass shrimp
Patinopecten caurinus,caurinus,Patinopecten,Pectinidae,Pectinoida,Bivalvia,NA,NA,Mollusca,Animalia,Patinopecten caurinus,weathervane scallop
Patinopectencaurinus,caurinus,Patinopecten,Pectinidae,Pectinoida,Bivalvia,NA,NA,Mollusca,Animalia,Patinopecten caurinus,weathervane scallop
PEAEUS AZTECUS,aztecus,Farfantepenaeus,Penaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Peaeus aztecus,brown shrimp
PEAEUS DUORARUM,duorarum,Penaeus,Penaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Penaeus duorarum,spotted shrimp
PEAEUS SETIFERUS,setiferus,Litopenaeus,Penaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Peaeus setiferus,white shrimp
PELIA MUTICA,,,,,,,,,,Pelia mutica,cryptic teardrop crab
PENAEUS AZTECUS,aztecus,Penaeus,Penaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Penaeus aztecus,brown shrimp
PENAEUS DUORARUM,duorarum,Penaeus,Penaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Penaeus duorarum,northern pink shrimp
PENAEUS MONODON,,,,,,,,,,Penaeus monodon,giant tiger prawn
PENAEUS SETIFERUS,setiferus,Litopenaeus,Penaeidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Litopenaeus setiferus,northern white shrimp
Pennatulacea,NA,NA,NA,Pennatulacea,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Pennatulacea spp.,sea panzies
PEPRILUS ALEPIDOTUS,alepidotus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Peprilus alepidotus,harvestfish
PEPRILUS BURTI,burti,Peprilus,Stromateidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Peprilus burti,Gulf butterfish
PEPRILUS PARU,,,,,,,,,,Peprilus paru,harvestfish
Peprilus simillimus,simillimus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Peprilus simillimus,Pacific pompano
PEPRILUS TRIACANTHUS,triacanthus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Peprilus triacanthus,American butterfish
Peprilus triacanthus,triacanthus,Peprilus,Stromateidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Peprilus triacanthus,butterfish
PEPRILUS TRIACANTHUS,,,,,,,,,,Peprilus tracanthus,butterfish
PERISTEDION MINIATUM,miniatum,Peristedion,Triglidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Peristedion miniatum,armored searobin
PERSEPHOA CRIITA,crinita,Persephona,Leucosiidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Persephoa criita,pink purse crab
PERSEPHOA MEDITERRAEA,mediterranea,Persephona,Leucosiidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Persephona mediterranea,mottled purse crab
PERSEPHONA MEDITERRANEA,,,,,,,,,,Persephona mediterranea,mottled purse crab
PETROCHIRUS DIOGENES,,,,,,,,,,Pentrochirus diogenes,giant hermit
PETROLISTHES ARMATUS,,,,,,,,,,Petrolisthes armatus,green porcelain crab
PETROLISTHES GALATHINUS,,,,,,,,,,Petrolisthes galanthinus,banded porcelain crab
PILUMNUS FLORIDANUS,,,,,,,,,,Pilumnus floridanus,plumed hairy crab
PILUMNUS SAYI,,,,,,,,,,Pilumnus sayi,spineback hairy crab
PINNAXODES FLORIDENSIS,,,,,,,,,,Pinnaxodes floridensis,polkadotted pea crab
PINNIXA CHAETOPTERANA,,,,,,,,,,Pinnixa chaetopterana,tube pea crab
PINNIXA LUNZI,,,,,,,,,,Pinnixa lunzi,Lunz pea crab
Pisaster brevispinus,brevispinus,Pisaster,Asteriidae,Forcipulatida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Pisaster brevispinus,giant pink sea star
Placetron wosnessenskii,wosnessenskii,Placetron,Hapalogastridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Placetron wosnessenskii,scaled crab
Placetronwosnessenskii,wosnessenskii,Placetron,Hapalogastridae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Placetron wosnessenskii,scaled crab
PLACOPECTEN MAGELLANICUS,magellanicus,Placopecten,Pectinidae,Ostreoida,Bivalvia,NA,NA,Mollusca,Animalia,Placopecten magellanicus,sea scallop
Placopecten magellanicus,magellanicus,Placopecten,Pectinidae,Pectinoida,Bivalvia,NA,NA,Mollusca,Animalia,Placopecten magellanicus,sea scallop
PLANES MINUTUS,,,,,,,,,,Planes minutus,gulfweed crab
Platichthys stellatus,stellatus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Platichthys stellatus,starry flounder
Platichthysstellatus,stellatus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Platichthys stellatus,starry flounder
PLATYLAMBRUS GRANULATA,,,,,,,,,,Platylambrus granulata,rough elbow crab
Platymera gaudichaudii,gaudichaudii,Platymera,Calappidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Platymera gaudichaudii,armed box crab
Pleurobranchaea californica,californica,Pleurobranchaea,Pleurobranchidae,Notaspidea,Gastropoda,NA,NA,Mollusca,Animalia,Pleurobranchaea californica,nudibranch
Pleurogrammus monopterygius,monopterygius,Pleurogrammus,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Pleurogrammus monopterygius,Atka mackerel
Pleurogrammusmonopterygius,monopterygius,Pleurogrammus,Hexagrammidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Pleurogrammus monopterygius,Atka mackerel
Pleuronectes quadrituberculatus,quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Pleuronectes quadrituberculatus,Alaska plaice
Pleuronectesquadrituberculatus,quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Pleuronectes quadrituberculatus,Alaska plaice
Pleuronichthys decurrens,decurrens,Pleuronichthys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Pleuronichthys decurrens,curlfin sole
Pleuronichthys verticalis,verticalis,Pleuronichthys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Pleuronichthys verticalis,hornyhead turbot
Plicifusus kroyeri,kroeyeri,Plicifusus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Plicifusus kroeyeri,true whelk
Plicifususkroyeri,kroeyeri,Plicifusus,Buccinidae,Neogastropoda,Gastropoda,NA,NA,Mollusca,Animalia,Plicifusus kroeyeri,true whelk
PODOCHELA RIISEI,,,,,,,,,,Podochela riisei,longfinger neck crab
PODOCHELA SIDNEYI,,,,,,,,,,Podochela sidneyi,shortfinger neck crab
Pododesmus macrochisma,macrochisma,Pododesmus,Anomiidae,Ostreoida,Bivalvia,NA,NA,Mollusca,Animalia,Pododesmus macrochisma,green falsejingle
Podothecus accipenserinus,accipenserinus,Podothecus,Agonidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Podothecus accipenserinus,sturgeon poacher
Podothecusaccipenserinus,accipenserinus,Podothecus,Agonidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Podothecus accipenserinus,sturgeon poacher
POGONIAS CROMIS,,,,,,,,,,Pogonias cromis,black drum
POLLACHIUS VIRENS,virens,Pollachius,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Pollachius virens,pollock
Pollachius virens,virens,Pollachius,Gadidae,Gadiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Pollachius virens,pollock
Polychaeta,NA,NA,NA,NA,NA,NA,Polychaeta,Annelida,Animalia,Polychaeta spp.,polychaetes
POLYDACTYLUS OCTOEMUS,octonemus,Polydactylus,Polynemidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Polydactylus octoemus,Atlantic threadfin
Polynoidae,NA,NA,Polynoidae,Phyllodocida,Errantia,NA,Polychaeta,Annelida,Animalia,Polynoidae spp.,scaleworms
POLYONYX GIBBESI,,,,,,,,,,Polyonyx gibbesi,eastern tube crab
Polyplacophora,NA,NA,NA,NA,Polyplacophora,NA,NA,Mollusca,Animalia,Polyplacophora spp.,chitons
POMATOMUS SALTATRIX,saltatrix,Pomatomus,Pomatomidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Pomatomus saltatrix,bluefish
Poraniopsis inflata,inflata,Poraniopsis,Echinasteridae,Spinulosida,Asteroidea,NA,Asterozoa,Echinodermata,Animalia,Poraniopsis inflata,spiny sea star
PORCELLANA SAYANA,,,,,,,,,,Porcellana sayana,spotted porcelain crab
PORCELLANA SIGSBEIANA,,,,,,,,,,Porcellana sigsbeiana,striped porcelain crab
Porichthys notatus,notatus,Porichthys,Batrachoididae,Batrachoidiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Porichthys notatus,plainfin midshipman
PORICHTHYS PLECTRODO,plectrodon,Porichthys,Batrachoididae,Batrachoidiformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Porichthys plectrodo,Atlantic midshipman
PORICHTHYS PLECTRODON,plectrodon,Porichthys,Batrachoididae,Batrachoidiformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Porichthys plectrodon,Atlantic midshipman
PORIFERA,NA,NA,NA,NA,NA,NA,NA,Porifera,Animalia,Porifera spp.,sponges
Porifera,NA,NA,NA,NA,NA,NA,NA,Porifera,Animalia,Porifera spp.,sponges
Poroclinus rothrocki,rothrocki,Poroclinus,Stichaeidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Poroclinus rothrocki,whitebarred prickleback
PORTUNUS GIBBESII,gibbesii,Portunus,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Portunus gibbesii,iridescent swimming crab
PORTUNUS SAYI,,,,,,,,,,Portunus sayi,sargassum swimming crab
PORTUNUS SPINICARPUS,spinicarpus,Achelous,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Achelous spinicarpus,longspine swimming crab
PORTUNUS SPINIMANUS,spinimanus,Achelous,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Achelous spinimanus,blotched swimming crab
PORTUUS GIBBESII,gibbesii,Portunus,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Portuus gibbesii,iridescent swimming crab
PORTUUS SPIICARPUS,spinicarpus,Achelous,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Achelous spinicarpus,longspine swimming crab
PORTUUS SPIIMAUS,spinimanus,Portunus,Portunidae,Decapoda,Malacostraca,NA,Crustacea,Arthropoda,Animalia,Portuus spiimaus,blotched swimming crab
PRIACANTHUS ARENATUS,arenatus,Priacanthus,Priacanthidae,Perciformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Priacanthus arenatus,bigeye
PRIACATHUS AREATUS,arenatus,Priacanthus,Priacanthidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Priacathus areatus,Atlantic bigeye
Primnoa willeyi,willeyi,Primnoa,Primnoidae,Alcyonacea,Anthozoa,NA,Anthozoa,Cnidaria,Animalia,Primnoa willeyi,red tree coral
PRIONOTUS CAROLINUS,carolinus,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Prionotus carolinus,northern searobin
Prionotus carolinus,carolinus,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Prionotus carolinus,northern searobin
PRIONOTUS EVOLANS,evolans,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Chordata,Animalia,Prionotus evolans,striped searobin
Prionotus evolans,evolans,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Prionotus evolans,striped searobin
PRIONOTUS LONGISPINOSUS,longispinosus,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Prionotus longispinosus,bigeye searobin
PRIONOTUS OPHRYAS,ophryas,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Prionotus ophryas,bandtail searobin
PRIONOTUS PARALATUS,paralatus,Prionotus,Triglidae,Scorpaeniformes,Actinopterygii,Pisces,Vertebrata,Chordata,Animalia,Prionotus paralatus,Mexican searobin
